"","StepCount","Algorithm","MazeSize","WallChanges"
"6627",64,"Manhattan","Small","Large"
"6628",54,"Manhattan","Small","Large"
"6629",28,"Manhattan","Small","Large"
"6630",24,"Manhattan","Small","Large"
"6631",58,"Manhattan","Small","Large"
"6632",32,"Manhattan","Small","Large"
"6633",34,"Manhattan","Small","Large"
"6634",72,"Manhattan","Small","Large"
"6635",34,"Manhattan","Small","Large"
"6636",34,"Manhattan","Small","Large"
"6637",26,"Manhattan","Small","Large"
"6638",26,"Manhattan","Small","Large"
"6639",42,"Manhattan","Small","Large"
"6640",48,"Manhattan","Small","Large"
"6641",30,"Manhattan","Small","Large"
"6642",34,"Manhattan","Small","Large"
"6643",22,"Manhattan","Small","Large"
"6644",40,"Manhattan","Small","Large"
"6645",30,"Manhattan","Small","Large"
"6646",46,"Manhattan","Small","Large"
"6647",36,"Manhattan","Small","Large"
"6648",68,"Manhattan","Small","Large"
"6649",48,"Manhattan","Small","Large"
"6650",42,"Manhattan","Small","Large"
"6651",34,"Manhattan","Small","Large"
"6652",52,"Manhattan","Small","Large"
"6653",40,"Manhattan","Small","Large"
"6654",26,"Manhattan","Small","Large"
"6655",36,"Manhattan","Small","Large"
"6656",34,"Manhattan","Small","Large"
"6657",34,"Manhattan","Small","Large"
"6658",40,"Manhattan","Small","Large"
"6659",30,"Manhattan","Small","Large"
"6660",28,"Manhattan","Small","Large"
"6661",48,"Manhattan","Small","Large"
"6662",32,"Manhattan","Small","Large"
"6663",38,"Manhattan","Small","Large"
"6664",60,"Manhattan","Small","Large"
"6665",46,"Manhattan","Small","Large"
"6666",22,"Manhattan","Small","Large"
"6667",28,"Manhattan","Small","Large"
"6668",44,"Manhattan","Small","Large"
"6669",52,"Manhattan","Small","Large"
"6670",38,"Manhattan","Small","Large"
"6671",24,"Manhattan","Small","Large"
"6672",38,"Manhattan","Small","Large"
"6673",28,"Manhattan","Small","Large"
"6674",46,"Manhattan","Small","Large"
"6675",36,"Manhattan","Small","Large"
"6676",54,"Manhattan","Small","Large"
"6677",20,"Manhattan","Small","Large"
"6678",34,"Manhattan","Small","Large"
"6679",48,"Manhattan","Small","Large"
"6680",32,"Manhattan","Small","Large"
"6681",48,"Manhattan","Small","Large"
"6682",22,"Manhattan","Small","Large"
"6683",26,"Manhattan","Small","Large"
"6684",46,"Manhattan","Small","Large"
"6685",38,"Manhattan","Small","Large"
"6686",42,"Manhattan","Small","Large"
"6687",26,"Manhattan","Small","Large"
"6688",30,"Manhattan","Small","Large"
"6689",26,"Manhattan","Small","Large"
"6690",24,"Manhattan","Small","Large"
"6691",28,"Manhattan","Small","Large"
"6692",36,"Manhattan","Small","Large"
"6693",34,"Manhattan","Small","Large"
"6694",58,"Manhattan","Small","Large"
"6695",38,"Manhattan","Small","Large"
"6696",22,"Manhattan","Small","Large"
"6697",52,"Manhattan","Small","Large"
"6698",28,"Manhattan","Small","Large"
"6699",38,"Manhattan","Small","Large"
"6700",68,"Manhattan","Small","Large"
"6701",22,"Manhattan","Small","Large"
"6702",64,"Manhattan","Small","Large"
"6703",76,"Manhattan","Small","Large"
"6704",40,"Manhattan","Small","Large"
"6705",42,"Manhattan","Small","Large"
"6706",38,"Manhattan","Small","Large"
"6707",28,"Manhattan","Small","Large"
"6708",22,"Manhattan","Small","Large"
"6709",52,"Manhattan","Small","Large"
"6710",34,"Manhattan","Small","Large"
"6711",18,"Manhattan","Small","Large"
"6712",20,"Manhattan","Small","Large"
"6713",44,"Manhattan","Small","Large"
"6714",44,"Manhattan","Small","Large"
"6715",30,"Manhattan","Small","Large"
"6716",38,"Manhattan","Small","Large"
"6717",56,"Manhattan","Small","Large"
"6718",38,"Manhattan","Small","Large"
"6719",38,"Manhattan","Small","Large"
"6720",38,"Manhattan","Small","Large"
"6721",24,"Manhattan","Small","Large"
"6722",22,"Manhattan","Small","Large"
"6723",28,"Manhattan","Small","Large"
"6724",26,"Manhattan","Small","Large"
"6725",52,"Manhattan","Small","Large"
"6726",40,"Manhattan","Small","Large"
"6727",38,"Manhattan","Small","Large"
"6728",62,"Manhattan","Small","Large"
"6729",40,"Manhattan","Small","Large"
"6730",50,"Manhattan","Small","Large"
"6731",40,"Manhattan","Small","Large"
"6732",36,"Manhattan","Small","Large"
"6733",22,"Manhattan","Small","Large"
"6734",32,"Manhattan","Small","Large"
"6735",36,"Manhattan","Small","Large"
"6736",32,"Manhattan","Small","Large"
"6737",60,"Manhattan","Small","Large"
"6738",52,"Manhattan","Small","Large"
"6739",34,"Manhattan","Small","Large"
"6740",30,"Manhattan","Small","Large"
"6741",34,"Manhattan","Small","Large"
"6742",44,"Manhattan","Small","Large"
"6743",28,"Manhattan","Small","Large"
"6744",28,"Manhattan","Small","Large"
"6745",36,"Manhattan","Small","Large"
"6746",40,"Manhattan","Small","Large"
"6747",22,"Manhattan","Small","Large"
"6748",50,"Manhattan","Small","Large"
"6749",42,"Manhattan","Small","Large"
"6750",34,"Manhattan","Small","Large"
"6751",54,"Manhattan","Small","Large"
"6752",36,"Manhattan","Small","Large"
"6753",28,"Manhattan","Small","Large"
"6754",50,"Manhattan","Small","Large"
"6755",40,"Manhattan","Small","Large"
"6756",32,"Manhattan","Small","Large"
"6757",32,"Manhattan","Small","Large"
"6758",34,"Manhattan","Small","Large"
"6759",38,"Manhattan","Small","Large"
"6760",44,"Manhattan","Small","Large"
"6761",58,"Manhattan","Small","Large"
"6762",36,"Manhattan","Small","Large"
"6763",46,"Manhattan","Small","Large"
"6764",50,"Manhattan","Small","Large"
"6765",54,"Manhattan","Small","Large"
"6766",40,"Manhattan","Small","Large"
"6767",50,"Manhattan","Small","Large"
"6768",42,"Manhattan","Small","Large"
"6769",30,"Manhattan","Small","Large"
"6770",42,"Manhattan","Small","Large"
"6771",20,"Manhattan","Small","Large"
"6772",32,"Manhattan","Small","Large"
"6773",44,"Manhattan","Small","Large"
"6774",30,"Manhattan","Small","Large"
"6775",60,"Manhattan","Small","Large"
"6776",32,"Manhattan","Small","Large"
"6777",28,"Manhattan","Small","Large"
"6778",36,"Manhattan","Small","Large"
"6779",48,"Manhattan","Small","Large"
"6780",54,"Manhattan","Small","Large"
"6781",52,"Manhattan","Small","Large"
"6782",46,"Manhattan","Small","Large"
"6783",56,"Manhattan","Small","Large"
"6784",74,"Manhattan","Small","Large"
"6785",26,"Manhattan","Small","Large"
"6786",24,"Manhattan","Small","Large"
"6787",48,"Manhattan","Small","Large"
"6788",38,"Manhattan","Small","Large"
"6789",36,"Manhattan","Small","Large"
"6790",38,"Manhattan","Small","Large"
"6791",28,"Manhattan","Small","Large"
"6792",38,"Manhattan","Small","Large"
"6793",24,"Manhattan","Small","Large"
"6794",26,"Manhattan","Small","Large"
"6795",38,"Manhattan","Small","Large"
"6796",36,"Manhattan","Small","Large"
"6797",24,"Manhattan","Small","Large"
"6798",34,"Manhattan","Small","Large"
"6799",46,"Manhattan","Small","Large"
"6800",26,"Manhattan","Small","Large"
"6801",44,"Manhattan","Small","Large"
"6802",34,"Manhattan","Small","Large"
"6803",28,"Manhattan","Small","Large"
"6804",46,"Manhattan","Small","Large"
"6805",32,"Manhattan","Small","Large"
"6806",28,"Manhattan","Small","Large"
"6807",32,"Manhattan","Small","Large"
"6808",44,"Manhattan","Small","Large"
"6809",34,"Manhattan","Small","Large"
"6810",36,"Manhattan","Small","Large"
"6811",58,"Manhattan","Small","Large"
"6812",56,"Manhattan","Small","Large"
"6813",32,"Manhattan","Small","Large"
"6814",48,"Manhattan","Small","Large"
"6815",28,"Manhattan","Small","Large"
"6816",26,"Manhattan","Small","Large"
"6817",88,"Manhattan","Small","Large"
"6818",36,"Manhattan","Small","Large"
"6819",48,"Manhattan","Small","Large"
"6820",22,"Manhattan","Small","Large"
"6821",42,"Manhattan","Small","Large"
"6822",50,"Manhattan","Small","Large"
"6823",40,"Manhattan","Small","Large"
"6824",68,"Manhattan","Small","Large"
"6825",36,"Manhattan","Small","Large"
"6826",52,"Manhattan","Small","Large"
"6827",48,"Manhattan","Small","Large"
"6828",72,"Manhattan","Small","Large"
"6829",22,"Manhattan","Small","Large"
"6830",32,"Manhattan","Small","Large"
"6831",28,"Manhattan","Small","Large"
"6832",28,"Manhattan","Small","Large"
"6833",26,"Manhattan","Small","Large"
"6834",64,"Manhattan","Small","Large"
"6835",44,"Manhattan","Small","Large"
"6836",54,"Manhattan","Small","Large"
"6837",48,"Manhattan","Small","Large"
"6838",64,"Manhattan","Small","Large"
"6839",36,"Manhattan","Small","Large"
"6840",34,"Manhattan","Small","Large"
"6841",58,"Manhattan","Small","Large"
"6842",52,"Manhattan","Small","Large"
"6843",44,"Manhattan","Small","Large"
"6844",36,"Manhattan","Small","Large"
"6845",46,"Manhattan","Small","Large"
"6846",24,"Manhattan","Small","Large"
"6847",44,"Manhattan","Small","Large"
"6848",26,"Manhattan","Small","Large"
"6849",44,"Manhattan","Small","Large"
"6850",28,"Manhattan","Small","Large"
"6851",42,"Manhattan","Small","Large"
"6852",78,"Manhattan","Small","Large"
"6853",38,"Manhattan","Small","Large"
"6854",22,"Manhattan","Small","Large"
"6855",38,"Manhattan","Small","Large"
"6856",46,"Manhattan","Small","Large"
"6857",74,"Manhattan","Small","Large"
"6858",28,"Manhattan","Small","Large"
"6859",40,"Manhattan","Small","Large"
"6860",30,"Manhattan","Small","Large"
"6861",32,"Manhattan","Small","Large"
"6862",36,"Manhattan","Small","Large"
"6863",50,"Manhattan","Small","Large"
"6864",46,"Manhattan","Small","Large"
"6865",30,"Manhattan","Small","Large"
"6866",22,"Manhattan","Small","Large"
"6867",28,"Manhattan","Small","Large"
"6868",46,"Manhattan","Small","Large"
"6869",34,"Manhattan","Small","Large"
"6870",44,"Manhattan","Small","Large"
"6871",30,"Manhattan","Small","Large"
"6872",36,"Manhattan","Small","Large"
"6873",36,"Manhattan","Small","Large"
"6874",30,"Manhattan","Small","Large"
"6875",26,"Manhattan","Small","Large"
"6876",40,"Manhattan","Small","Large"
"6877",22,"Manhattan","Small","Large"
"6878",34,"Manhattan","Small","Large"
"6879",34,"Manhattan","Small","Large"
"6880",52,"Manhattan","Small","Large"
"6881",36,"Manhattan","Small","Large"
"6882",32,"Manhattan","Small","Large"
"6883",46,"Manhattan","Small","Large"
"6884",42,"Manhattan","Small","Large"
"6885",38,"Manhattan","Small","Large"
"6886",34,"Manhattan","Small","Large"
"6887",36,"Manhattan","Small","Large"
"6888",44,"Manhattan","Small","Large"
"6889",46,"Manhattan","Small","Large"
"6890",26,"Manhattan","Small","Large"
"6891",28,"Manhattan","Small","Large"
"6892",24,"Manhattan","Small","Large"
"6893",48,"Manhattan","Small","Large"
"6894",68,"Manhattan","Small","Large"
"6895",42,"Manhattan","Small","Large"
"6896",30,"Manhattan","Small","Large"
"6897",32,"Manhattan","Small","Large"
"6898",30,"Manhattan","Small","Large"
"6899",60,"Manhattan","Small","Large"
"6900",38,"Manhattan","Small","Large"
"6901",34,"Manhattan","Small","Large"
"6902",32,"Manhattan","Small","Large"
"6903",48,"Manhattan","Small","Large"
"6904",42,"Manhattan","Small","Large"
"6905",30,"Manhattan","Small","Large"
"6906",38,"Manhattan","Small","Large"
"6907",34,"Manhattan","Small","Large"
"6908",22,"Manhattan","Small","Large"
"6909",22,"Manhattan","Small","Large"
"6910",44,"Manhattan","Small","Large"
"6911",40,"Manhattan","Small","Large"
"6912",36,"Manhattan","Small","Large"
"6913",36,"Manhattan","Small","Large"
"6914",32,"Manhattan","Small","Large"
"6915",44,"Manhattan","Small","Large"
"6916",46,"Manhattan","Small","Large"
"6917",26,"Manhattan","Small","Large"
"6918",30,"Manhattan","Small","Large"
"6919",46,"Manhattan","Small","Large"
"6920",44,"Manhattan","Small","Large"
"6921",30,"Manhattan","Small","Large"
"6922",40,"Manhattan","Small","Large"
"6923",24,"Manhattan","Small","Large"
"6924",44,"Manhattan","Small","Large"
"6925",38,"Manhattan","Small","Large"
"6926",34,"Manhattan","Small","Large"
"6927",32,"Manhattan","Small","Large"
"6928",44,"Manhattan","Small","Large"
"6929",28,"Manhattan","Small","Large"
"6930",26,"Manhattan","Small","Large"
"6931",58,"Manhattan","Small","Large"
"6932",26,"Manhattan","Small","Large"
"6933",22,"Manhattan","Small","Large"
"6934",28,"Manhattan","Small","Large"
"6935",92,"Manhattan","Small","Large"
"6936",50,"Manhattan","Small","Large"
"6937",56,"Manhattan","Small","Large"
"6938",62,"Manhattan","Small","Large"
"6939",26,"Manhattan","Small","Large"
"6940",30,"Manhattan","Small","Large"
"6941",58,"Manhattan","Small","Large"
"6942",30,"Manhattan","Small","Large"
"6943",48,"Manhattan","Small","Large"
"6944",34,"Manhattan","Small","Large"
"6945",54,"Manhattan","Small","Large"
"6946",26,"Manhattan","Small","Large"
"6947",34,"Manhattan","Small","Large"
"6948",38,"Manhattan","Small","Large"
"6949",38,"Manhattan","Small","Large"
"6950",78,"Manhattan","Small","Large"
"6951",40,"Manhattan","Small","Large"
"6952",32,"Manhattan","Small","Large"
"6953",62,"Manhattan","Small","Large"
"6954",42,"Manhattan","Small","Large"
"6955",36,"Manhattan","Small","Large"
"6956",26,"Manhattan","Small","Large"
"6957",26,"Manhattan","Small","Large"
"6958",58,"Manhattan","Small","Large"
"6959",18,"Manhattan","Small","Large"
"6960",48,"Manhattan","Small","Large"
"6961",26,"Manhattan","Small","Large"
"6962",36,"Manhattan","Small","Large"
"6963",24,"Manhattan","Small","Large"
"6964",42,"Manhattan","Small","Large"
"6965",58,"Manhattan","Small","Large"
"6966",28,"Manhattan","Small","Large"
"6967",34,"Manhattan","Small","Large"
"6968",18,"Manhattan","Small","Large"
"6969",56,"Manhattan","Small","Large"
"6970",48,"Manhattan","Small","Large"
"6971",34,"Manhattan","Small","Large"
"6972",30,"Manhattan","Small","Large"
"6973",42,"Manhattan","Small","Large"
"6974",32,"Manhattan","Small","Large"
"6975",40,"Manhattan","Small","Large"
"6976",32,"Manhattan","Small","Large"
"6977",32,"Manhattan","Small","Large"
"6978",40,"Manhattan","Small","Large"
"6979",32,"Manhattan","Small","Large"
"6980",52,"Manhattan","Small","Large"
"6981",48,"Manhattan","Small","Large"
"6982",38,"Manhattan","Small","Large"
"6983",46,"Manhattan","Small","Large"
"6984",50,"Manhattan","Small","Large"
"6985",22,"Manhattan","Small","Large"
"6986",20,"Manhattan","Small","Large"
"6987",30,"Manhattan","Small","Large"
"6988",90,"Manhattan","Small","Large"
"6989",54,"Manhattan","Small","Large"
"6990",36,"Manhattan","Small","Large"
"6991",70,"Manhattan","Small","Large"
"6992",40,"Manhattan","Small","Large"
"6993",50,"Manhattan","Small","Large"
"6994",62,"Manhattan","Small","Large"
"6995",26,"Manhattan","Small","Large"
"6996",34,"Manhattan","Small","Large"
"6997",34,"Manhattan","Small","Large"
"6998",44,"Manhattan","Small","Large"
"6999",44,"Manhattan","Small","Large"
"7000",30,"Manhattan","Small","Large"
"7001",50,"A*","Small","Large"
"7002",34,"A*","Small","Large"
"7003",40,"A*","Small","Large"
"7004",78,"A*","Small","Large"
"7005",40,"A*","Small","Large"
"7006",38,"A*","Small","Large"
"7007",30,"A*","Small","Large"
"7008",78,"A*","Small","Large"
"7009",40,"A*","Small","Large"
"7010",58,"A*","Small","Large"
"7011",88,"A*","Small","Large"
"7012",42,"A*","Small","Large"
"7013",24,"A*","Small","Large"
"7014",46,"A*","Small","Large"
"7015",22,"A*","Small","Large"
"7016",58,"A*","Small","Large"
"7017",52,"A*","Small","Large"
"7018",24,"A*","Small","Large"
"7019",62,"A*","Small","Large"
"7020",86,"A*","Small","Large"
"7021",38,"A*","Small","Large"
"7022",24,"A*","Small","Large"
"7023",70,"A*","Small","Large"
"7024",34,"A*","Small","Large"
"7025",70,"A*","Small","Large"
"7026",112,"A*","Small","Large"
"7027",106,"A*","Small","Large"
"7028",20,"A*","Small","Large"
"7029",54,"A*","Small","Large"
"7030",76,"A*","Small","Large"
"7031",90,"A*","Small","Large"
"7032",32,"A*","Small","Large"
"7033",32,"A*","Small","Large"
"7034",52,"A*","Small","Large"
"7035",42,"A*","Small","Large"
"7036",28,"A*","Small","Large"
"7037",32,"A*","Small","Large"
"7038",26,"A*","Small","Large"
"7039",32,"A*","Small","Large"
"7040",70,"A*","Small","Large"
"7041",32,"A*","Small","Large"
"7042",38,"A*","Small","Large"
"7043",46,"A*","Small","Large"
"7044",28,"A*","Small","Large"
"7045",84,"A*","Small","Large"
"7046",60,"A*","Small","Large"
"7047",54,"A*","Small","Large"
"7048",150,"A*","Small","Large"
"7049",38,"A*","Small","Large"
"7050",64,"A*","Small","Large"
"7051",26,"A*","Small","Large"
"7052",68,"A*","Small","Large"
"7053",50,"A*","Small","Large"
"7054",20,"A*","Small","Large"
"7055",48,"A*","Small","Large"
"7056",80,"A*","Small","Large"
"7057",42,"A*","Small","Large"
"7058",36,"A*","Small","Large"
"7059",54,"A*","Small","Large"
"7060",54,"A*","Small","Large"
"7061",34,"A*","Small","Large"
"7062",34,"A*","Small","Large"
"7063",56,"A*","Small","Large"
"7064",24,"A*","Small","Large"
"7065",60,"A*","Small","Large"
"7066",46,"A*","Small","Large"
"7067",40,"A*","Small","Large"
"7068",98,"A*","Small","Large"
"7069",50,"A*","Small","Large"
"7070",70,"A*","Small","Large"
"7071",72,"A*","Small","Large"
"7072",54,"A*","Small","Large"
"7073",44,"A*","Small","Large"
"7074",30,"A*","Small","Large"
"7075",36,"A*","Small","Large"
"7076",128,"A*","Small","Large"
"7077",54,"A*","Small","Large"
"7078",26,"A*","Small","Large"
"7079",42,"A*","Small","Large"
"7080",46,"A*","Small","Large"
"7081",36,"A*","Small","Large"
"7082",54,"A*","Small","Large"
"7083",50,"A*","Small","Large"
"7084",66,"A*","Small","Large"
"7085",42,"A*","Small","Large"
"7086",28,"A*","Small","Large"
"7087",36,"A*","Small","Large"
"7088",58,"A*","Small","Large"
"7089",36,"A*","Small","Large"
"7090",76,"A*","Small","Large"
"7091",154,"A*","Small","Large"
"7092",30,"A*","Small","Large"
"7093",22,"A*","Small","Large"
"7094",56,"A*","Small","Large"
"7095",22,"A*","Small","Large"
"7096",52,"A*","Small","Large"
"7097",54,"A*","Small","Large"
"7098",56,"A*","Small","Large"
"7099",32,"A*","Small","Large"
"7100",60,"A*","Small","Large"
"7101",82,"A*","Small","Large"
"7102",32,"A*","Small","Large"
"7103",30,"A*","Small","Large"
"7104",82,"A*","Small","Large"
"7105",44,"A*","Small","Large"
"7106",56,"A*","Small","Large"
"7107",46,"A*","Small","Large"
"7108",80,"A*","Small","Large"
"7109",64,"A*","Small","Large"
"7110",90,"A*","Small","Large"
"7111",132,"A*","Small","Large"
"7112",38,"A*","Small","Large"
"7113",60,"A*","Small","Large"
"7114",36,"A*","Small","Large"
"7115",38,"A*","Small","Large"
"7116",56,"A*","Small","Large"
"7117",60,"A*","Small","Large"
"7118",54,"A*","Small","Large"
"7119",56,"A*","Small","Large"
"7120",154,"A*","Small","Large"
"7121",60,"A*","Small","Large"
"7122",18,"A*","Small","Large"
"7123",46,"A*","Small","Large"
"7124",26,"A*","Small","Large"
"7125",74,"A*","Small","Large"
"7126",26,"A*","Small","Large"
"7127",106,"A*","Small","Large"
"7128",44,"A*","Small","Large"
"7129",32,"A*","Small","Large"
"7130",62,"A*","Small","Large"
"7131",40,"A*","Small","Large"
"7132",24,"A*","Small","Large"
"7133",26,"A*","Small","Large"
"7134",84,"A*","Small","Large"
"7135",24,"A*","Small","Large"
"7136",44,"A*","Small","Large"
"7137",42,"A*","Small","Large"
"7138",64,"A*","Small","Large"
"7139",164,"A*","Small","Large"
"7140",38,"A*","Small","Large"
"7141",32,"A*","Small","Large"
"7142",36,"A*","Small","Large"
"7143",40,"A*","Small","Large"
"7144",32,"A*","Small","Large"
"7145",126,"A*","Small","Large"
"7146",102,"A*","Small","Large"
"7147",132,"A*","Small","Large"
"7148",54,"A*","Small","Large"
"7149",38,"A*","Small","Large"
"7150",26,"A*","Small","Large"
"7151",24,"A*","Small","Large"
"7152",22,"A*","Small","Large"
"7153",36,"A*","Small","Large"
"7154",50,"A*","Small","Large"
"7155",52,"A*","Small","Large"
"7156",44,"A*","Small","Large"
"7157",44,"A*","Small","Large"
"7158",26,"A*","Small","Large"
"7159",48,"A*","Small","Large"
"7160",44,"A*","Small","Large"
"7161",68,"A*","Small","Large"
"7162",32,"A*","Small","Large"
"7163",42,"A*","Small","Large"
"7164",48,"A*","Small","Large"
"7165",50,"A*","Small","Large"
"7166",108,"A*","Small","Large"
"7167",78,"A*","Small","Large"
"7168",22,"A*","Small","Large"
"7169",32,"A*","Small","Large"
"7170",44,"A*","Small","Large"
"7171",36,"A*","Small","Large"
"7172",62,"A*","Small","Large"
"7173",72,"A*","Small","Large"
"7174",54,"A*","Small","Large"
"7175",40,"A*","Small","Large"
"7176",30,"A*","Small","Large"
"7177",28,"A*","Small","Large"
"7178",22,"A*","Small","Large"
"7179",54,"A*","Small","Large"
"7180",56,"A*","Small","Large"
"7181",78,"A*","Small","Large"
"7182",34,"A*","Small","Large"
"7183",88,"A*","Small","Large"
"7184",90,"A*","Small","Large"
"7185",54,"A*","Small","Large"
"7186",38,"A*","Small","Large"
"7187",66,"A*","Small","Large"
"7188",26,"A*","Small","Large"
"7189",56,"A*","Small","Large"
"7190",18,"A*","Small","Large"
"7191",44,"A*","Small","Large"
"7192",28,"A*","Small","Large"
"7193",38,"A*","Small","Large"
"7194",60,"A*","Small","Large"
"7195",22,"A*","Small","Large"
"7196",24,"A*","Small","Large"
"7197",34,"A*","Small","Large"
"7198",30,"A*","Small","Large"
"7199",28,"A*","Small","Large"
"7200",44,"A*","Small","Large"
"7201",68,"A*","Small","Large"
"7202",30,"A*","Small","Large"
"7203",36,"A*","Small","Large"
"7204",34,"A*","Small","Large"
"7205",38,"A*","Small","Large"
"7206",74,"A*","Small","Large"
"7207",56,"A*","Small","Large"
"7208",50,"A*","Small","Large"
"7209",52,"A*","Small","Large"
"7210",32,"A*","Small","Large"
"7211",46,"A*","Small","Large"
"7212",78,"A*","Small","Large"
"7213",66,"A*","Small","Large"
"7214",82,"A*","Small","Large"
"7215",42,"A*","Small","Large"
"7216",26,"A*","Small","Large"
"7217",138,"A*","Small","Large"
"7218",36,"A*","Small","Large"
"7219",40,"A*","Small","Large"
"7220",24,"A*","Small","Large"
"7221",24,"A*","Small","Large"
"7222",70,"A*","Small","Large"
"7223",50,"A*","Small","Large"
"7224",30,"A*","Small","Large"
"7225",28,"A*","Small","Large"
"7226",50,"A*","Small","Large"
"7227",50,"A*","Small","Large"
"7228",88,"A*","Small","Large"
"7229",60,"A*","Small","Large"
"7230",38,"A*","Small","Large"
"7231",56,"A*","Small","Large"
"7232",52,"A*","Small","Large"
"7233",22,"A*","Small","Large"
"7234",62,"A*","Small","Large"
"7235",24,"A*","Small","Large"
"7236",130,"A*","Small","Large"
"7237",76,"A*","Small","Large"
"7238",44,"A*","Small","Large"
"7239",66,"A*","Small","Large"
"7240",38,"A*","Small","Large"
"7241",74,"A*","Small","Large"
"7242",22,"A*","Small","Large"
"7243",30,"A*","Small","Large"
"7244",82,"A*","Small","Large"
"7245",26,"A*","Small","Large"
"7246",70,"A*","Small","Large"
"7247",78,"A*","Small","Large"
"7248",72,"A*","Small","Large"
"7249",136,"A*","Small","Large"
"7250",52,"A*","Small","Large"
"7251",42,"A*","Small","Large"
"7252",28,"A*","Small","Large"
"7253",30,"A*","Small","Large"
"7254",54,"A*","Small","Large"
"7255",46,"A*","Small","Large"
"7256",26,"A*","Small","Large"
"7257",32,"A*","Small","Large"
"7258",26,"A*","Small","Large"
"7259",24,"A*","Small","Large"
"7260",34,"A*","Small","Large"
"7261",44,"A*","Small","Large"
"7262",40,"A*","Small","Large"
"7263",54,"A*","Small","Large"
"7264",24,"A*","Small","Large"
"7265",46,"A*","Small","Large"
"7266",86,"A*","Small","Large"
"7267",70,"A*","Small","Large"
"7268",98,"A*","Small","Large"
"7269",60,"A*","Small","Large"
"7270",58,"A*","Small","Large"
"7271",32,"A*","Small","Large"
"7272",28,"A*","Small","Large"
"7273",74,"A*","Small","Large"
"7274",34,"A*","Small","Large"
"7275",38,"A*","Small","Large"
"7276",110,"A*","Small","Large"
"7277",58,"A*","Small","Large"
"7278",136,"A*","Small","Large"
"7279",40,"A*","Small","Large"
"7280",58,"A*","Small","Large"
"7281",40,"A*","Small","Large"
"7282",40,"A*","Small","Large"
"7283",30,"A*","Small","Large"
"7284",60,"A*","Small","Large"
"7285",68,"A*","Small","Large"
"7286",72,"A*","Small","Large"
"7287",72,"A*","Small","Large"
"7288",30,"A*","Small","Large"
"7289",26,"A*","Small","Large"
"7290",82,"A*","Small","Large"
"7291",38,"A*","Small","Large"
"7292",30,"A*","Small","Large"
"7293",36,"A*","Small","Large"
"7294",24,"A*","Small","Large"
"7295",112,"A*","Small","Large"
"7296",56,"A*","Small","Large"
"7297",56,"A*","Small","Large"
"7298",36,"A*","Small","Large"
"7299",18,"A*","Small","Large"
"7300",64,"A*","Small","Large"
"7301",56,"A*","Small","Large"
"7302",152,"A*","Small","Large"
"7303",130,"A*","Small","Large"
"7304",30,"A*","Small","Large"
"7305",30,"A*","Small","Large"
"7306",32,"A*","Small","Large"
"7307",34,"A*","Small","Large"
"7308",68,"A*","Small","Large"
"7309",36,"A*","Small","Large"
"7310",74,"A*","Small","Large"
"7311",28,"A*","Small","Large"
"7312",36,"A*","Small","Large"
"7313",48,"A*","Small","Large"
"7314",44,"A*","Small","Large"
"7315",22,"A*","Small","Large"
"7316",36,"A*","Small","Large"
"7317",36,"A*","Small","Large"
"7318",36,"A*","Small","Large"
"7319",48,"A*","Small","Large"
"7320",50,"A*","Small","Large"
"7321",50,"A*","Small","Large"
"7322",76,"A*","Small","Large"
"7323",32,"A*","Small","Large"
"7324",26,"A*","Small","Large"
"7325",88,"A*","Small","Large"
"7326",42,"A*","Small","Large"
"7327",108,"A*","Small","Large"
"7328",30,"A*","Small","Large"
"7329",56,"A*","Small","Large"
"7330",50,"A*","Small","Large"
"7331",56,"A*","Small","Large"
"7332",26,"A*","Small","Large"
"7333",74,"A*","Small","Large"
"7334",44,"A*","Small","Large"
"7335",58,"A*","Small","Large"
"7336",80,"A*","Small","Large"
"7337",42,"A*","Small","Large"
"7338",20,"A*","Small","Large"
"7339",82,"A*","Small","Large"
"7340",84,"A*","Small","Large"
"7341",38,"A*","Small","Large"
"7342",30,"A*","Small","Large"
"7343",34,"A*","Small","Large"
"7344",52,"A*","Small","Large"
"7345",156,"A*","Small","Large"
"7346",34,"A*","Small","Large"
"7347",48,"A*","Small","Large"
"7348",114,"A*","Small","Large"
"7349",56,"A*","Small","Large"
"7350",44,"A*","Small","Large"
"7351",60,"A*","Small","Large"
"7352",54,"A*","Small","Large"
"7353",50,"A*","Small","Large"
"7354",30,"A*","Small","Large"
"7355",32,"A*","Small","Large"
"7356",30,"A*","Small","Large"
"7357",46,"A*","Small","Large"
"7358",28,"A*","Small","Large"
"7359",36,"A*","Small","Large"
"7360",46,"A*","Small","Large"
"7361",30,"A*","Small","Large"
"7362",46,"A*","Small","Large"
"7363",20,"A*","Small","Large"
"7364",28,"A*","Small","Large"
"7365",42,"A*","Small","Large"
"7366",60,"A*","Small","Large"
"7367",24,"A*","Small","Large"
"7368",42,"A*","Small","Large"
"7369",24,"A*","Small","Large"
"7370",46,"A*","Small","Large"
"7371",22,"A*","Small","Large"
"7372",70,"A*","Small","Large"
"7373",72,"A*","Small","Large"
"7374",26,"A*","Small","Large"
"7375",40,"A*","Small","Large"
"7376",64,"A*","Small","Large"
"7377",36,"A*","Small","Large"
"7378",34,"A*","Small","Large"
"7379",40,"A*","Small","Large"
"7380",34,"A*","Small","Large"
"7381",72,"A*","Small","Large"
"7382",132,"A*","Small","Large"
